userId,application,laptop,cpu,gpu,storage,ram,battery
25,Display - Max Brightness,HP Envy 13,Core i7-8565U,MX250,512GB,16GB,52Wh
25,Display - Max Brightness,Microsoft Surface Laptop 3 15 Ryzen 7,Ryzen 7 3780U,Vega 11,512GB,16GB,46Wh
25,Display - Max Brightness,Clevo P775TM1-G (Eurocom Sky X7C),Core i9-9900K,RTX 2080,512GB,64GB,80Wh
25,Display - Max Brightness,Dell XPS 15 (9560),Core i7-7700HQ,HD 630 + GTX 1050,512GB,16GB,97Wh
25,Display - Max Brightness,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
25,Display - Max Brightness,Lenovo ThinkPad X1 Yoga,Core i7-6500U,HD 520,512GB,8GB,52Wh
25,Display - Max Brightness,Dell Latitude 13 7390 2-in-1,Core i7-8650U,UHD 620,512GB,16GB,60Wh
25,Display - Max Brightness,MSI Prestige 14 Evo,Core i7-1185G7,Xe Graphics,512GB,16GB,52Wh
25,Display - Max Brightness,Razer Blade 15,Core i7-10750H,RTX 3070,512GB,16GB,65Wh
25,Display - Max Brightness,MSI GT75 Titan,Core i9-8950HK,GTX 1080,512GB,32GB,90Wh
25,Display - Max Brightness,MSI GT72 Dominator Pro,Core i7-4710HQ,GTX 980M 8GB GDDR5,512GB,32GB,87Wh
25,Display - Max Brightness,Microsoft Surface 3,Atom x7-Z8700,Intel HD Graphics,64GB,2GB,28Wh
25,Display - Max Brightness,Chuwi LapBook 12.3,Intel Celeron N3450,Intel HD 500,64GB,6GB,37Wh
25,Display - Max Brightness,Chuwi LapBook 14.1,Intel Celeron N3450,Intel HD 500,64GB,4GB,45Wh
25,Display - Max Brightness,Dell Venue 11 Pro 7000,Intel Core M-5Y71 1.2 GHz,HD5300,128,8GB,38Wh
25,Display - Max Brightness,Microsoft Surface Go LTE,Pentium Gold 4415Y,HD 615,128GB,8GB,27Wh
25,Display - Max Brightness,Acer Nitro 5 2020,AMD Ryzen 5 4600H,Radeon Vega 6 + GTX 1650,256GB,8GB,51Wh
25,Display - Max Brightness,Acer Nitro 5 2019,AMD Ryzen 5 2500U,Radeon Vega 8 + RX 560X,256GB,8GB,47Wh
25,Display - Max Brightness,Acer Swift 3 SF314-42,Ryzen 7 4700U,Vega 7,512GB,8GB,48Wh
25,Display - Max Brightness,Microsoft Surface Studio,Core i7-6820HQ,GTX 980M,2TB,32GB,32Wh
26,Display - Saturation Accuracy,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
26,Display - Saturation Accuracy,Dell XPS 13 (9343) FHD,Core i5-5200U,HD 4000,128GB,4GB,52Wh
26,Display - Saturation Accuracy,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB,8GB,51Wh
26,Display - Saturation Accuracy,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB,4GB,42Wh
26,Display - Saturation Accuracy,Gigabyte P35X v3,Core i7-4710HQ,GTX980M 8GB,128GB,16GB,75Wh
26,Display - Saturation Accuracy,Lenovo Ideapad Y700,Core i7-6700HQ,GTX 960M,128GB,16GB,60Wh
26,Display - Saturation Accuracy,Apple iPad Pro 11-Inch,A12X,HD 4000,1TB,6GB,29Wh
26,Display - Saturation Accuracy,MSI GE60 Apache Pro,Core i7-4700HQ,GTX 860M 2GB GDDR5 + HD 4600,1TB,8GB,49Wh
26,Display - Saturation Accuracy,MSI GT83VR Titan,Core i7-7920HQ,GTX 1080 SLI,1TB,64GB,75Wh
26,Display - Saturation Accuracy,MSI GE75 Raider,Core i9-9880H,UHD 630 + RTX 2080,1TB,32GB,65Wh
26,Display - Saturation Accuracy,MSI GT80 Titan,Core i7-5700HQ,GTX 980M SLI,256GB,16GB,80Wh
26,Display - Saturation Accuracy,Microsoft Surface Laptop 3 15 Core i7,Core i7-1065G7,Iris Plus,256GB,16GB,46Wh
26,Display - Saturation Accuracy,Microsoft Surface Pro 6,Core i5-8250U,Intel UHD 620,256GB,8GB,48Wh
26,Display - Saturation Accuracy,Microsoft Surface Pro 4,Core i5-6300U,HD 520,256GB,8GB,39Wh
26,Display - Saturation Accuracy,Microsoft Surface Laptop 2,Core i7-8650U,UHD 620,256GB,8GB,47Wh
26,Display - Saturation Accuracy,Microsoft Surface Book Core i5,Core i5-6300U,HD 520,256GB,8GB,70Wh
26,Display - Saturation Accuracy,Lenovo ThinkPad T450s,Core i5-5300U,HD 5500,256GB,8GB,46Wh
26,Display - Saturation Accuracy,Dell XPS 13 (9343) QHD+,Core i5-5200U,HD 4000,256GB,8GB,52Wh
26,Display - Saturation Accuracy,Razer Blade 14 (Early 2014),Core i7-4702HQ,GTX 870M,256GB,8GB,70Wh
26,Display - Saturation Accuracy,HP Spectre Folio,Core i7-8500Y,UHD 615,256GB,16GB,55Wh
26,Display - Saturation Accuracy,Microsoft Surface Pro 3,Core i5-4300U,HD4400,256GB,8GB,42Wh
26,Display - Saturation Accuracy,Razer Blade Stealth QHD,Core i7-6500U,HD 520,256GB,8GB,45Wh
26,Display - Saturation Accuracy,Dell XPS 13 (9300) FHD,Core i7-1065G7,HD 4000,256GB,16GB,52Wh
26,Display - Saturation Accuracy,Acer Aspire R 13,Core i7-5500U,HD 5500,256GB,8GB,50Wh
26,Display - Saturation Accuracy,Razer Blade 14 (Early 2015),Core i7-4720HQ,GTX 970M,256GB,16GB,70Wh
26,Display - Saturation Accuracy,Lenovo Yoga 2 Pro,Core i5-4200U,HD4400,256GB,4GB,55Wh
26,Display - Saturation Accuracy,HP ZBook 14,Core i7-4600U,FirePro M4100 1GB GDDR5 + HD 4600,256GB,16GB,50Wh
26,Display - Saturation Accuracy,Clevo P870DM2 (Mythlogic Phobos 8716),Core i7-6700K,GTX 1080 8GB,256GB,16GB,82Wh
26,Display - Saturation Accuracy,ASUS G751JY,Core i7-4720HQ,GTX 980M,256GB,24GB,90Wh
26,Display - Saturation Accuracy,Lenovo Yoga 3 Pro,Core M-5Y71,HD5300,256GB,8GB,44Wh
26,Display - Saturation Accuracy,Clevo P750ZM,Core i7-4790K,GTX 980M 8GB,256GB,16GB,82Wh
26,Display - Saturation Accuracy,Microsoft Surface Pro 2,Core i5-4200U,HD4400,256GB,8GB,42Wh
26,Display - Saturation Accuracy,Chuwi AeroBook,Intel Core m3-6Y30,Intel HD 515,256GB,8GB,38Wh
26,Display - Saturation Accuracy,ASUS GL502VS,Core i7-6700HQ,GTX 1070,256GB,16GB,62Wh
26,Display - Saturation Accuracy,Lenovo Yoga C930,Core i7-8550U,UHD 620,256GB,12GB,60Wh
26,Display - Saturation Accuracy,ASUS Zenbook UX305,Core M-5Y10,HD 5300,256GB,8GB,45Wh
26,Display - Saturation Accuracy,Apple 13-inch MacBook Air (Early 2014),Core i5-4260U,HD 5000,256GB,4GB,54Wh
26,Display - Saturation Accuracy,Acer Aspire S7-393 (Broadwell ULT),Core i7-5500U,HD 5500,256GB,8GB,46Wh
26,Display - Saturation Accuracy,MSI GS60 2PE Ghost Pro 3K,Core i7-4710HQ,GTX 870M 3GB GDDR5 + HD 4600,256GB,16GB,52Wh
26,Display - Saturation Accuracy,Acer Predator Triton 500,Core i7-8750H,RTX 2080 Max-Q,1,32GB,84Wh
26,Display - Saturation Accuracy,Microsoft Surface Book 3 15,Core i7-1065G7,Iris Plus + GTX 1660 Ti,500GB,32GB,85Wh
26,Display - Saturation Accuracy,Lenovo ThinkPad A285,Ryzen 5 Pro 2500U,Vega 8,512,8GB,48Wh
26,Display - Saturation Accuracy,Dell XPS 15 (9530),Core i7-4702HQ,GT 750M 4GB GDDR5 + HD 4600,512GB,16GB,91Wh
26,Display - Saturation Accuracy,Huawei MateBook X Pro,Core i7-8550U,UHD630 + MX150,512GB,16GB,57Wh
26,Display - Saturation Accuracy,Lenovo ThinkPad P70,Xeon E3-1505M,M4000M,512GB,16GB,96Wh
26,Display - Saturation Accuracy,ASUS ZenBook 3 UX490UA,Core i7-8550U,HD620,512GB,16GB,46Wh
26,Display - Saturation Accuracy,Lenovo ThinkPad X1 Carbon (2015),Core i7-5600U,Intel HD 5500,512GB,8GB,50Wh
26,Display - Saturation Accuracy,Microsoft Surface Laptop 4 15 Ryzen 7,Ryzen 7 4980U,Vega 8,512GB,16GB,46Wh
26,Display - Saturation Accuracy,Microsoft Surface Laptop 3 15 Ryzen 7,Ryzen 7 3780U,Vega 11,512GB,16GB,46Wh
26,Display - Saturation Accuracy,Microsoft Surface Book Core i7,Core i7-6600U,HD 520 + GT 940M,512GB,16GB,70Wh
26,Display - Saturation Accuracy,Dell XPS 13 2-in-1 (7390),Core i7-1065G7,Iris Plus Graphics,512GB,16GB,50Wh
26,Display - Saturation Accuracy,Microsoft Surface Pro (2017),Core i7-7660U,Intel Iris Plus 640,512GB,16GB,45Wh
26,Display - Saturation Accuracy,MSI Prestige 14 Evo,Core i7-1185G7,Xe Graphics,512GB,16GB,52Wh
26,Display - Saturation Accuracy,HP Envy 13,Core i7-8565U,MX250,512GB,16GB,52Wh
26,Display - Saturation Accuracy,Razer Blade 15,Core i7-10750H,RTX 3070,512GB,16GB,65Wh
26,Display - Saturation Accuracy,Razer Blade Stealth UHD,Core i7-6500U,HD 520,512GB,8GB,45Wh
26,Display - Saturation Accuracy,Dell Latitude 13 7390 2-in-1,Core i7-8650U,UHD 620,512GB,16GB,60Wh
26,Display - Saturation Accuracy,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
26,Display - Saturation Accuracy,Lenovo ThinkPad X1 Yoga,Core i7-6500U,HD 520,512GB,8GB,52Wh
26,Display - Saturation Accuracy,Dell XPS 15 (9560),Core i7-7700HQ,HD 630 + GTX 1050,512GB,16GB,97Wh
26,Display - Saturation Accuracy,Clevo P775TM1-G (Eurocom Sky X7C),Core i9-9900K,RTX 2080,512GB,64GB,80Wh
26,Display - Saturation Accuracy,MSI GT75 Titan,Core i9-8950HK,GTX 1080,512GB,32GB,90Wh
26,Display - Saturation Accuracy,MSI GT72 Dominator Pro,Core i7-4710HQ,GTX 980M 8GB GDDR5,512GB,32GB,87Wh
26,Display - Saturation Accuracy,Microsoft Surface 3,Atom x7-Z8700,Intel HD Graphics,64GB,2GB,28Wh
26,Display - Saturation Accuracy,Chuwi LapBook 12.3,Intel Celeron N3450,Intel HD 500,64GB,6GB,37Wh
26,Display - Saturation Accuracy,Chuwi LapBook 14.1,Intel Celeron N3450,Intel HD 500,64GB,4GB,45Wh
26,Display - Saturation Accuracy,Dell Venue 11 Pro 7000,Intel Core M-5Y71 1.2 GHz,HD5300,128,8GB,38Wh
26,Display - Saturation Accuracy,Microsoft Surface Go LTE,Pentium Gold 4415Y,HD 615,128GB,8GB,27Wh
26,Display - Saturation Accuracy,Acer Nitro 5 2020,AMD Ryzen 5 4600H,Radeon Vega 6 + GTX 1650,256GB,8GB,51Wh
26,Display - Saturation Accuracy,Acer Swift 3 SF314-42,Ryzen 7 4700U,Vega 7,512GB,8GB,48Wh
26,Display - Saturation Accuracy,Acer Nitro 5 2019,AMD Ryzen 5 2500U,Radeon Vega 8 + RX 560X,256GB,8GB,47Wh
26,Display - Saturation Accuracy,Microsoft Surface Studio,Core i7-6820HQ,GTX 980M,2TB,32GB,32Wh
27,Display - White Point,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
27,Display - White Point,Microsoft Surface Pro,Core i5-3317U,HD4000,128GB,4GB,42Wh
27,Display - White Point,Dell XPS 13 (9343) FHD,Core i5-5200U,HD 4000,128GB,4GB,52Wh
27,Display - White Point,Dell Latitude 12 E5250,Core i5-4310U,HD 4400,128GB,8GB,51Wh
27,Display - White Point,Gigabyte P35X v3,Core i7-4710HQ,GTX980M 8GB,128GB,16GB,75Wh
27,Display - White Point,Lenovo Ideapad Y700,Core i7-6700HQ,GTX 960M,128GB,16GB,60Wh
27,Display - White Point,Apple iPad Pro 11-Inch,A12X,HD 4000,1TB,6GB,29Wh
27,Display - White Point,MSI GE60 Apache Pro,Core i7-4700HQ,GTX 860M 2GB GDDR5 + HD 4600,1TB,8GB,49Wh
27,Display - White Point,MSI GT80 Titan,Core i7-5700HQ,GTX 980M SLI,256GB,16GB,80Wh
27,Display - White Point,Clevo P750ZM,Core i7-4790K,GTX 980M 8GB,256GB,16GB,82Wh
27,Display - White Point,Lenovo ThinkPad T450s,Core i5-5300U,HD 5500,256GB,8GB,46Wh
27,Display - White Point,Microsoft Surface Pro 4,Core i5-6300U,HD 520,256GB,8GB,39Wh
27,Display - White Point,Microsoft Surface Pro 3,Core i5-4300U,HD4400,256GB,8GB,42Wh
27,Display - White Point,Razer Blade 14 (Early 2015),Core i7-4720HQ,GTX 970M,256GB,16GB,70Wh
27,Display - White Point,Acer Aspire S7-393 (Broadwell ULT),Core i7-5500U,HD 5500,256GB,8GB,46Wh
27,Display - White Point,Acer Aspire R 13,Core i7-5500U,HD 5500,256GB,8GB,50Wh
27,Display - White Point,Microsoft Surface Book Core i5,Core i5-6300U,HD 520,256GB,8GB,70Wh
27,Display - White Point,Microsoft Surface Pro 2,Core i5-4200U,HD4400,256GB,8GB,42Wh
27,Display - White Point,Clevo P870DM2 (Mythlogic Phobos 8716),Core i7-6700K,GTX 1080 8GB,256GB,16GB,82Wh
27,Display - White Point,Apple 13-inch MacBook Air (Early 2014),Core i5-4260U,HD 5000,256GB,4GB,54Wh
27,Display - White Point,ASUS GL502VS,Core i7-6700HQ,GTX 1070,256GB,16GB,62Wh
27,Display - White Point,Razer Blade 14 (Early 2014),Core i7-4702HQ,GTX 870M,256GB,8GB,70Wh
27,Display - White Point,Lenovo Yoga 3 Pro,Core M-5Y71,HD5300,256GB,8GB,44Wh
27,Display - White Point,ASUS G751JY,Core i7-4720HQ,GTX 980M,256GB,24GB,90Wh
27,Display - White Point,Razer Blade Stealth QHD,Core i7-6500U,HD 520,256GB,8GB,45Wh
27,Display - White Point,Dell XPS 13 (9343) QHD+,Core i5-5200U,HD 4000,256GB,8GB,52Wh
27,Display - White Point,Lenovo Yoga 2 Pro,Core i5-4200U,HD4400,256GB,4GB,55Wh
27,Display - White Point,ASUS Zenbook UX305,Core M-5Y10,HD 5300,256GB,8GB,45Wh
27,Display - White Point,HP ZBook 14,Core i7-4600U,FirePro M4100 1GB GDDR5 + HD 4600,256GB,16GB,50Wh
27,Display - White Point,MSI GS60 2PE Ghost Pro 3K,Core i7-4710HQ,GTX 870M 3GB GDDR5 + HD 4600,256GB,16GB,52Wh
27,Display - White Point,Dell XPS 15 (9530),Core i7-4702HQ,GT 750M 4GB GDDR5 + HD 4600,512GB,16GB,91Wh
27,Display - White Point,Huawei MateBook X Pro,Core i7-8550U,UHD630 + MX150,512GB,16GB,57Wh
27,Display - White Point,Lenovo ThinkPad P70,Xeon E3-1505M,M4000M,512GB,16GB,96Wh
27,Display - White Point,Lenovo ThinkPad X1 Carbon (2015),Core i7-5600U,Intel HD 5500,512GB,8GB,50Wh
27,Display - White Point,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
27,Display - White Point,Microsoft Surface Book Core i7,Core i7-6600U,HD 520 + GT 940M,512GB,16GB,70Wh
27,Display - White Point,Lenovo ThinkPad X1 Yoga,Core i7-6500U,HD 520,512GB,8GB,52Wh
27,Display - White Point,Razer Blade Stealth UHD,Core i7-6500U,HD 520,512GB,8GB,45Wh
27,Display - White Point,MSI GT75 Titan,Core i9-8950HK,GTX 1080,512GB,32GB,90Wh
27,Display - White Point,MSI GT72 Dominator Pro,Core i7-4710HQ,GTX 980M 8GB GDDR5,512GB,32GB,87Wh
27,Display - White Point,Chuwi LapBook 14.1,Intel Celeron N3450,Intel HD 500,64GB,4GB,45Wh
27,Display - White Point,Chuwi LapBook 12.3,Intel Celeron N3450,Intel HD 500,64GB,6GB,37Wh
27,Display - White Point,Microsoft Surface 3,Atom x7-Z8700,Intel HD Graphics,64GB,2GB,28Wh
27,Display - White Point,Dell Venue 11 Pro 7000,Intel Core M-5Y71 1.2 GHz,HD5300,128,8GB,38Wh
27,Display - White Point,Microsoft Surface Studio,Core i7-6820HQ,GTX 980M,2TB,32GB,32Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
28,Dota 2 Reborn - Enthusiast,Lenovo Ideapad Y700,Core i7-6700HQ,GTX 960M,128GB,16GB,60Wh
28,Dota 2 Reborn - Enthusiast,MSI GT83VR Titan,Core i7-7920HQ,GTX 1080 SLI,1TB,64GB,75Wh
28,Dota 2 Reborn - Enthusiast,MSI GE75 Raider,Core i9-9880H,UHD 630 + RTX 2080,1TB,32GB,65Wh
28,Dota 2 Reborn - Enthusiast,Clevo P870DM2 (Mythlogic Phobos 8716),Core i7-6700K,GTX 1080 8GB,256GB,16GB,82Wh
28,Dota 2 Reborn - Enthusiast,ASUS GL502VS,Core i7-6700HQ,GTX 1070,256GB,16GB,62Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Pro 6,Core i5-8250U,Intel UHD 620,256GB,8GB,48Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Pro 4,Core i5-6300U,HD 520,256GB,8GB,39Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Book Core i5,Core i5-6300U,HD 520,256GB,8GB,70Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Laptop 2,Core i7-8650U,UHD 620,256GB,8GB,47Wh
28,Dota 2 Reborn - Enthusiast,Lenovo Yoga C930,Core i7-8550U,UHD 620,256GB,12GB,60Wh
28,Dota 2 Reborn - Enthusiast,Acer Predator Triton 500,Core i7-8750H,RTX 2080 Max-Q,1,32GB,84Wh
28,Dota 2 Reborn - Enthusiast,Lenovo ThinkPad A285,Ryzen 5 Pro 2500U,Vega 8,512,8GB,48Wh
28,Dota 2 Reborn - Enthusiast,Huawei MateBook X Pro,Core i7-8550U,UHD630 + MX150,512GB,16GB,57Wh
28,Dota 2 Reborn - Enthusiast,ASUS ZenBook 3 UX490UA,Core i7-8550U,HD620,512GB,16GB,46Wh
28,Dota 2 Reborn - Enthusiast,Clevo P775TM1-G (Eurocom Sky X7C),Core i9-9900K,RTX 2080,512GB,64GB,80Wh
28,Dota 2 Reborn - Enthusiast,Dell XPS 15 (9560),Core i7-7700HQ,HD 630 + GTX 1050,512GB,16GB,97Wh
28,Dota 2 Reborn - Enthusiast,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Book Core i7,Core i7-6600U,HD 520 + GT 940M,512GB,16GB,70Wh
28,Dota 2 Reborn - Enthusiast,Dell XPS 13 2-in-1 (7390),Core i7-1065G7,Iris Plus Graphics,512GB,16GB,50Wh
28,Dota 2 Reborn - Enthusiast,HP Envy 13,Core i7-8565U,MX250,512GB,16GB,52Wh
28,Dota 2 Reborn - Enthusiast,Razer Blade Stealth UHD,Core i7-6500U,HD 520,512GB,8GB,45Wh
28,Dota 2 Reborn - Enthusiast,Lenovo ThinkPad X1 Yoga,Core i7-6500U,HD 520,512GB,8GB,52Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Pro (2017),Core i7-7660U,Intel Iris Plus 640,512GB,16GB,45Wh
28,Dota 2 Reborn - Enthusiast,MSI GT75 Titan,Core i9-8950HK,GTX 1080,512GB,32GB,90Wh
28,Dota 2 Reborn - Enthusiast,Acer Nitro 5 2019,AMD Ryzen 5 2500U,Radeon Vega 8 + RX 560X,256GB,8GB,47Wh
28,Dota 2 Reborn - Enthusiast,Microsoft Surface Studio,Core i7-6820HQ,GTX 980M,2TB,32GB,32Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Laptop 2,Core i7-8650U,UHD 620,256GB,8GB,47Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Pro 6,Core i5-8250U,Intel UHD 620,256GB,8GB,48Wh
29,Dota 2 Reborn - Mainstream,Lenovo Yoga C930,Core i7-8550U,UHD 620,256GB,12GB,60Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Pro 4,Core i5-6300U,HD 520,256GB,8GB,39Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Book Core i5,Core i5-6300U,HD 520,256GB,8GB,70Wh
29,Dota 2 Reborn - Mainstream,Lenovo ThinkPad A285,Ryzen 5 Pro 2500U,Vega 8,512,8GB,48Wh
29,Dota 2 Reborn - Mainstream,Huawei MateBook X Pro,Core i7-8550U,UHD630 + MX150,512GB,16GB,57Wh
29,Dota 2 Reborn - Mainstream,ASUS ZenBook 3 UX490UA,Core i7-8550U,HD620,512GB,16GB,46Wh
29,Dota 2 Reborn - Mainstream,Dell XPS 13 2-in-1 (7390),Core i7-1065G7,Iris Plus Graphics,512GB,16GB,50Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Book Core i7,Core i7-6600U,HD 520 + GT 940M,512GB,16GB,70Wh
29,Dota 2 Reborn - Mainstream,Microsoft Surface Pro (2017),Core i7-7660U,Intel Iris Plus 640,512GB,16GB,45Wh
29,Dota 2 Reborn - Mainstream,Razer Blade Stealth UHD,Core i7-6500U,HD 520,512GB,8GB,45Wh
29,Dota 2 Reborn - Mainstream,Lenovo ThinkPad X1 Yoga,Core i7-6500U,HD 520,512GB,8GB,52Wh
30,Dota 2 Reborn - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
30,Dota 2 Reborn - Value,Microsoft Surface Pro 6,Core i5-8250U,Intel UHD 620,256GB,8GB,48Wh
30,Dota 2 Reborn - Value,Lenovo Yoga C930,Core i7-8550U,UHD 620,256GB,12GB,60Wh
30,Dota 2 Reborn - Value,Microsoft Surface Laptop 2,Core i7-8650U,UHD 620,256GB,8GB,47Wh
30,Dota 2 Reborn - Value,Microsoft Surface Pro 4,Core i5-6300U,HD 520,256GB,8GB,39Wh
30,Dota 2 Reborn - Value,Microsoft Surface Book Core i5,Core i5-6300U,HD 520,256GB,8GB,70Wh
30,Dota 2 Reborn - Value,HP Spectre Folio,Core i7-8500Y,UHD 615,256GB,16GB,55Wh
30,Dota 2 Reborn - Value,Chuwi AeroBook,Intel Core m3-6Y30,Intel HD 515,256GB,8GB,38Wh
30,Dota 2 Reborn - Value,Lenovo ThinkPad A285,Ryzen 5 Pro 2500U,Vega 8,512,8GB,48Wh
30,Dota 2 Reborn - Value,Huawei MateBook X Pro,Core i7-8550U,UHD630 + MX150,512GB,16GB,57Wh
30,Dota 2 Reborn - Value,ASUS ZenBook 3 UX490UA,Core i7-8550U,HD620,512GB,16GB,46Wh
30,Dota 2 Reborn - Value,Dell XPS 13 2-in-1 (7390),Core i7-1065G7,Iris Plus Graphics,512GB,16GB,50Wh
30,Dota 2 Reborn - Value,Microsoft Surface Pro (2017),Core i7-7660U,Intel Iris Plus 640,512GB,16GB,45Wh
30,Dota 2 Reborn - Value,Microsoft Surface Book Core i7,Core i7-6600U,HD 520 + GT 940M,512GB,16GB,70Wh
30,Dota 2 Reborn - Value,Lenovo ThinkPad X1 Yoga,Core i7-6500U,HD 520,512GB,8GB,52Wh
30,Dota 2 Reborn - Value,Razer Blade Stealth UHD,Core i7-6500U,HD 520,512GB,8GB,45Wh
30,Dota 2 Reborn - Value,HP Envy 13,Core i7-8565U,MX250,512GB,16GB,52Wh
30,Dota 2 Reborn - Value,Chuwi LapBook 14.1,Intel Celeron N3450,Intel HD 500,64GB,4GB,45Wh
31,Dragon Age: Inquisition - Enthusiast,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
31,Dragon Age: Inquisition - Enthusiast,Gigabyte P35X v3,Core i7-4710HQ,GTX980M 8GB,128GB,16GB,75Wh
31,Dragon Age: Inquisition - Enthusiast,Lenovo Ideapad Y700,Core i7-6700HQ,GTX 960M,128GB,16GB,60Wh
31,Dragon Age: Inquisition - Enthusiast,MSI GT83VR Titan,Core i7-7920HQ,GTX 1080 SLI,1TB,64GB,75Wh
31,Dragon Age: Inquisition - Enthusiast,MSI GT80 Titan,Core i7-5700HQ,GTX 980M SLI,256GB,16GB,80Wh
31,Dragon Age: Inquisition - Enthusiast,Clevo P870DM2 (Mythlogic Phobos 8716),Core i7-6700K,GTX 1080 8GB,256GB,16GB,82Wh
31,Dragon Age: Inquisition - Enthusiast,ASUS GL502VS,Core i7-6700HQ,GTX 1070,256GB,16GB,62Wh
31,Dragon Age: Inquisition - Enthusiast,Clevo P750ZM,Core i7-4790K,GTX 980M 8GB,256GB,16GB,82Wh
31,Dragon Age: Inquisition - Enthusiast,ASUS G751JY,Core i7-4720HQ,GTX 980M,256GB,24GB,90Wh
31,Dragon Age: Inquisition - Enthusiast,Dell XPS 15 (9560),Core i7-7700HQ,HD 630 + GTX 1050,512GB,16GB,97Wh
31,Dragon Age: Inquisition - Enthusiast,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
32,Dragon Age: Inquisition - Mainstream,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
32,Dragon Age: Inquisition - Mainstream,Gigabyte P35X v3,Core i7-4710HQ,GTX980M 8GB,128GB,16GB,75Wh
32,Dragon Age: Inquisition - Mainstream,Lenovo Ideapad Y700,Core i7-6700HQ,GTX 960M,128GB,16GB,60Wh
32,Dragon Age: Inquisition - Mainstream,Clevo P870DM2 (Mythlogic Phobos 8716),Core i7-6700K,GTX 1080 8GB,256GB,16GB,82Wh
32,Dragon Age: Inquisition - Mainstream,Clevo P750ZM,Core i7-4790K,GTX 980M 8GB,256GB,16GB,82Wh
32,Dragon Age: Inquisition - Mainstream,ASUS GL502VS,Core i7-6700HQ,GTX 1070,256GB,16GB,62Wh
32,Dragon Age: Inquisition - Mainstream,ASUS G751JY,Core i7-4720HQ,GTX 980M,256GB,24GB,90Wh
32,Dragon Age: Inquisition - Mainstream,Dell XPS 15 (9560),Core i7-7700HQ,HD 630 + GTX 1050,512GB,16GB,97Wh
32,Dragon Age: Inquisition - Mainstream,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
33,Dragon Age: Inquisition - Value,Microsoft Surface Book 2 15,Core i7-8650U,HD 620 + GTX 1060,1024GB,16GB,85Wh
33,Dragon Age: Inquisition - Value,Gigabyte P35X v3,Core i7-4710HQ,GTX980M 8GB,128GB,16GB,75Wh
33,Dragon Age: Inquisition - Value,Lenovo Ideapad Y700,Core i7-6700HQ,GTX 960M,128GB,16GB,60Wh
33,Dragon Age: Inquisition - Value,MSI GT80 Titan,Core i7-5700HQ,GTX 980M SLI,256GB,16GB,80Wh
33,Dragon Age: Inquisition - Value,Clevo P870DM2 (Mythlogic Phobos 8716),Core i7-6700K,GTX 1080 8GB,256GB,16GB,82Wh
33,Dragon Age: Inquisition - Value,Clevo P750ZM,Core i7-4790K,GTX 980M 8GB,256GB,16GB,82Wh
33,Dragon Age: Inquisition - Value,ASUS GL502VS,Core i7-6700HQ,GTX 1070,256GB,16GB,62Wh
33,Dragon Age: Inquisition - Value,ASUS G751JY,Core i7-4720HQ,GTX 980M,256GB,24GB,90Wh
33,Dragon Age: Inquisition - Value,Dell XPS 15 (9560),Core i7-7700HQ,HD 630 + GTX 1050,512GB,16GB,97Wh
33,Dragon Age: Inquisition - Value,Dell XPS 15 (9550),Core i7-6700HQ,HD 530 + GTX 960M,512GB,16GB,84Wh
